"pt_lonlattext"
"POINT(-73.9822786 40.7678215)"
"POINT(-73.9822639 40.7675876)"
"POINT(-73.9822254 40.7683169)"
"POINT(-73.9843206 40.7698413)"
"POINT(-73.9822066 40.7689456)"
"POINT(-73.9819933 40.7688908)"
"POINT(-73.9819967 40.7696743)"
"POINT(-73.9822547 40.7697921)"
"POINT(-73.9946796 40.7707696)"
"POINT(-73.994416 40.7706681)"
"POINT(-73.9942454 40.7705876)"
"POINT(-73.9942333 40.7714781)"
"POINT(-73.991418 40.7702886)"
"POINT(-73.990913 40.7709763)"
"POINT(-73.9904587 40.7716213)"
"POINT(-73.9876102 40.7704128)"
"POINT(-73.9900091 40.7722297)"
"POINT(-73.9895486 40.7728658)"
"POINT(-73.988636 40.7741202)"
"POINT(-73.9881846 40.7747491)"
"POINT(-73.9877346 40.7753835)"
"POINT(-73.9871584 40.7710327)"
"POINT(-73.9866973 40.7716655)"
"POINT(-73.9838502 40.770478)"
"POINT(-73.9834026 40.7710881)"
"POINT(-73.9820401 40.7705153)"
"POINT(-73.9822654 40.7706087)"
"POINT(-73.9822731 40.7714459)"
"POINT(-73.9820471 40.7713558)"
"POINT(-73.9829417 40.7717239)"
"POINT(-73.9825371 40.7722787)"
"POINT(-73.9820837 40.7722024)"
"POINT(-73.9822949 40.7726333)"
"POINT(-73.9820636 40.7730017)"
"POINT(-73.9853327 40.7735379)"
"POINT(-73.9848804 40.7741585)"
"POINT(-73.9838386 40.7737375)"
"POINT(-73.9823048 40.7730986)"
"POINT(-73.9823237 40.7739217)"
"POINT(-73.9821223 40.7738325)"
"POINT(-73.9844164 40.7747952)"
"POINT(-73.9839607 40.7754205)"
"POINT(-73.9820899 40.7746427)"
"POINT(-73.9823119 40.7747352)"
"POINT(-73.9822818 40.7755451)"
"POINT(-73.9820599 40.7754424)"
"POINT(-73.9885868 40.7782003)"
"POINT(-73.9872605 40.7760287)"
"POINT(-73.986559 40.7769756)"
"POINT(-73.9859524 40.7777918)"
"POINT(-73.9854453 40.778488)"
"POINT(-73.9835041 40.776047)"
"POINT(-73.9820206 40.776264)"
"POINT(-73.9822501 40.7763503)"
"POINT(-73.9830748 40.776636)"
"POINT(-73.982001 40.777047)"
"POINT(-73.9825943 40.7772952)"
"POINT(-73.9822249 40.7771407)"
"POINT(-73.9821322 40.7779293)"
"POINT(-73.9849973 40.7791214)"
"POINT(-73.9856662 40.7803049)"
"POINT(-73.9853737 40.7810789)"
"POINT(-73.9844841 40.7798073)"
"POINT(-73.9821064 40.7787994)"
"POINT(-73.9839854 40.7804956)"
"POINT(-73.9835373 40.7811281)"
"POINT(-73.9804175 40.7599106)"
"POINT(-73.9799721 40.7605248)"
"POINT(-73.9795172 40.7611421)"
"POINT(-73.9790569 40.761771)"
"POINT(-73.9818974 40.7629646)"
"POINT(-73.9814327 40.7635954)"
"POINT(-73.9809838 40.764219)"
"POINT(-73.9786009 40.762396)"
"POINT(-73.9781396 40.763023)"
"POINT(-73.977685 40.7636462)"
"POINT(-73.9771959 40.764324)"
"POINT(-73.9762889 40.759787)"
"POINT(-73.9758309 40.760418)"
"POINT(-73.9742234 40.7597393)"
"POINT(-73.9737662 40.7603636)"
"POINT(-73.9753729 40.76104)"
"POINT(-73.9749149 40.761667)"
"POINT(-73.9722701 40.7597285)"
"POINT(-73.9720529 40.7596371)"
"POINT(-73.9718093 40.7603668)"
"POINT(-73.9715913 40.7602749)"
"POINT(-73.9733086 40.7609894)"
"POINT(-73.972851 40.7616152)"
"POINT(-73.9713448 40.7609878)"
"POINT(-73.9711259 40.7608954)"
"POINT(-73.9744569 40.762293)"
"POINT(-73.9739679 40.762967)"
"POINT(-73.9723598 40.7622894)"
"POINT(-73.9718585 40.7629781)"
"POINT(-73.9734649 40.763659)"
"POINT(-73.9730149 40.764279)"
"POINT(-73.9736246 40.7645771)"
"POINT(-73.9714036 40.7635979)"
"POINT(-73.9709541 40.7642198)"
"POINT(-73.9805313 40.7648393)"
"POINT(-73.9800359 40.765521)"
"POINT(-73.9818479 40.766287)"
"POINT(-73.9817097 40.7671189)"
"POINT(-73.979532 40.7662134)"
"POINT(-73.9766801 40.7650275)"
"POINT(-73.9790759 40.766876)"
"POINT(-73.9816775 40.767527)"
"POINT(-73.9816186 40.7677437)"
"POINT(-73.9817631 40.7684033)"
"POINT(-73.9814927 40.768258)"
"POINT(-73.9810291 40.7692746)"
"POINT(-73.9805754 40.7699112)"
"POINT(-73.9762207 40.7656707)"
"POINT(-73.9725529 40.764898)"
"POINT(-73.9720989 40.765518)"
"POINT(-73.9716479 40.766143)"
"POINT(-73.9711889 40.766767)"
"POINT(-73.9700794 40.7596271)"
"POINT(-73.9696236 40.7602528)"
"POINT(-73.9708573 40.7616646)"
"POINT(-73.9706374 40.7615719)"
"POINT(-73.9691317 40.7609292)"
"POINT(-73.9686337 40.7616111)"
"POINT(-73.9680063 40.759573)"
"POINT(-73.9675142 40.7602502)"
"POINT(-73.9670221 40.7609272)"
"POINT(-73.9665654 40.7615556)"
"POINT(-73.970363 40.7623449)"
"POINT(-73.9701424 40.7622514)"
"POINT(-73.9696805 40.7628767)"
"POINT(-73.9699022 40.7629704)"
"POINT(-73.9694381 40.7635824)"
"POINT(-73.9692157 40.7634881)"
"POINT(-73.9689902 40.7642122)"
"POINT(-73.9687666 40.7641179)"
"POINT(-73.968318 40.7647425)"
"POINT(-73.9681806 40.7622356)"
"POINT(-73.967709 40.7628662)"
"POINT(-73.9661029 40.762192)"
"POINT(-73.965669 40.7628063)"
"POINT(-73.9672706 40.7634817)"
"POINT(-73.9668126 40.7641054)"
"POINT(-73.9663587 40.7647323)"
"POINT(-73.9652915 40.75931)"
"POINT(-73.9647984 40.7599854)"
"POINT(-73.9643308 40.7606332)"
"POINT(-73.963997 40.7596362)"
"POINT(-73.9640602 40.7609959)"
"POINT(-73.963911 40.7612123)"
"POINT(-73.9634381 40.7618673)"
"POINT(-73.9619592 40.7596178)"
"POINT(-73.9615092 40.7602403)"
"POINT(-73.9624231 40.7614413)"
"POINT(-73.9610635 40.7608639)"
"POINT(-73.9605888 40.7614885)"
"POINT(-73.9629825 40.7624978)"
"POINT(-73.9652141 40.7634317)"
"POINT(-73.9647557 40.764057)"
"POINT(-73.9642994 40.7646823)"
"POINT(-73.9619891 40.7620792)"
"POINT(-73.9625149 40.763113)"
"POINT(-73.9615701 40.7627218)"
"POINT(-73.9601307 40.7621165)"
"POINT(-73.9620615 40.7637382)"
"POINT(-73.9616081 40.7643653)"
"POINT(-73.9704967 40.7648423)"
"POINT(-73.9700423 40.7654664)"
"POINT(-73.9695847 40.7660912)"
"POINT(-73.9685425 40.7648371)"
"POINT(-73.9707279 40.767394)"
"POINT(-73.9691269 40.7667187)"
"POINT(-73.9686696 40.7673451)"
"POINT(-73.9678595 40.7653743)"
"POINT(-73.9680849 40.7654693)"
"POINT(-73.9676367 40.7660886)"
"POINT(-73.9674104 40.7659931)"
"POINT(-73.9658997 40.7653573)"
"POINT(-73.9671747 40.7667142)"
"POINT(-73.9669475 40.7666184)"
"POINT(-73.9667157 40.7673389)"
"POINT(-73.9664876 40.7672427)"
"POINT(-73.9702809 40.768025)"
"POINT(-73.9698249 40.768646)"
"POINT(-73.9682153 40.7679674)"
"POINT(-73.9693649 40.769271)"
"POINT(-73.9689039 40.769901)"
"POINT(-73.9677604 40.768594)"
"POINT(-73.9662561 40.7679746)"
"POINT(-73.9660271 40.767878)"
"POINT(-73.9655755 40.7684994)"
"POINT(-73.9658053 40.7685964)"
"POINT(-73.9673031 40.7692257)"
"POINT(-73.966848 40.7698455)"
"POINT(-73.9654447 40.7659843)"
"POINT(-73.9638432 40.7653085)"
"POINT(-73.963388 40.7659323)"
"POINT(-73.9649891 40.7666073)"
"POINT(-73.9645323 40.7672321)"
"POINT(-73.9629322 40.766557)"
"POINT(-73.9611474 40.7649877)"
"POINT(-73.9606917 40.7656116)"
"POINT(-73.9624719 40.7671877)"
"POINT(-73.9602311 40.7662424)"
"POINT(-73.9640742 40.7678636)"
"POINT(-73.9636197 40.7684845)"
"POINT(-73.9653472 40.7692181)"
"POINT(-73.9651164 40.7691208)"
"POINT(-73.964886 40.7698503)"
"POINT(-73.9646538 40.7697532)"
"POINT(-73.9631537 40.7691229)"
"POINT(-73.9620183 40.7678094)"
"POINT(-73.9615494 40.7684519)"
"POINT(-73.9627054 40.769737)"
"POINT(-73.9611048 40.7690611)"
"POINT(-73.9606043 40.769747)"
"POINT(-73.9801119 40.770529)"
"POINT(-73.9796519 40.771156)"
"POINT(-73.9791929 40.771782)"
"POINT(-73.9787279 40.772417)"
"POINT(-73.9815724 40.7736018)"
"POINT(-73.9811167 40.7742266)"
"POINT(-73.9806592 40.7748542)"
"POINT(-73.980203 40.7754797)"
"POINT(-73.9782809 40.773031)"
"POINT(-73.9778269 40.773656)"
"POINT(-73.9773699 40.774281)"
"POINT(-73.9773273 40.7743393)"
"POINT(-73.976907 40.7749158)"
"POINT(-73.9764579 40.775533)"
"POINT(-73.9797476 40.7761042)"
"POINT(-73.9792949 40.776725)"
"POINT(-73.9788007 40.7774027)"
"POINT(-73.9782915 40.7781007)"
"POINT(-73.9816482 40.7785905)"
"POINT(-73.9816679 40.7794945)"
"POINT(-73.98187 40.7795788)"
"POINT(-73.9811522 40.7792635)"
"POINT(-73.9816371 40.7803121)"
"POINT(-73.9814436 40.7802409)"
"POINT(-73.9806753 40.7799234)"
"POINT(-73.9814256 40.7810582)"
"POINT(-73.9812258 40.7809783)"
"POINT(-73.9802099 40.780561)"
"POINT(-73.9797548 40.7811846)"
"POINT(-73.9778346 40.7787275)"
"POINT(-73.9773701 40.7793645)"
"POINT(-73.9769105 40.7799947)"
"POINT(-73.9759584 40.7762171)"
"POINT(-73.9754609 40.776899)"
"POINT(-73.9749969 40.777533)"
"POINT(-73.9745319 40.778168)"
"POINT(-73.9740669 40.778805)"
"POINT(-73.9764182 40.7806742)"
"POINT(-73.9735709 40.779478)"
"POINT(-73.9684409 40.770517)"
"POINT(-73.9679939 40.771147)"
"POINT(-73.9663886 40.7704757)"
"POINT(-73.9659331 40.7711)"
"POINT(-73.9675339 40.771776)"
"POINT(-73.9670389 40.772461)"
"POINT(-73.9665369 40.77314)"
"POINT(-73.9660739 40.773773)"
"POINT(-73.9656099 40.774407)"
"POINT(-73.9644366 40.7704703)"
"POINT(-73.9642041 40.7703721)"
"POINT(-73.9639164 40.771144)"
"POINT(-73.9636828 40.7710455)"
"POINT(-73.9654335 40.7717839)"
"POINT(-73.964936 40.7724629)"
"POINT(-73.9634225 40.7718227)"
"POINT(-73.9631881 40.7717236)"
"POINT(-73.9629622 40.7724554)"
"POINT(-73.9627269 40.7723557)"
"POINT(-73.9622106 40.7704245)"
"POINT(-73.9617135 40.7710998)"
"POINT(-73.9601115 40.7704223)"
"POINT(-73.9622578 40.7729988)"
"POINT(-73.9612502 40.7717304)"
"POINT(-73.9607794 40.7723778)"
"POINT(-73.9644759 40.7730963)"
"POINT(-73.9640104 40.7737351)"
"POINT(-73.9635485 40.7743723)"
"POINT(-73.9651479 40.775045)"
"POINT(-73.9646869 40.775677)"
"POINT(-73.9630865 40.7750035)"
"POINT(-73.9624944 40.7730982)"
"POINT(-73.9617941 40.7736344)"
"POINT(-73.9620315 40.7737343)"
"POINT(-73.9615718 40.7743661)"
"POINT(-73.9603163 40.7730129)"
"POINT(-73.9613335 40.7742658)"
"POINT(-73.96263 40.7756284)"
"POINT(-73.9611215 40.7749849)"
"POINT(-73.9608831 40.7748832)"
"POINT(-73.9603795 40.7755735)"
"POINT(-73.9606193 40.775675)"
"POINT(-73.9642279 40.77631)"
"POINT(-73.9637493 40.7770004)"
"POINT(-73.9632299 40.777677)"
"POINT(-73.9627679 40.778313)"
"POINT(-73.9621507 40.7763235)"
"POINT(-73.9616293 40.7770011)"
"POINT(-73.9601186 40.7763632)"
"POINT(-73.9611663 40.7776355)"
"POINT(-73.9607011 40.7782718)"
"POINT(-73.9623029 40.778947)"
"POINT(-73.9618389 40.779584)"
"POINT(-73.960236 40.7789076)"
"POINT(-73.9613746 40.7802227)"
"POINT(-73.9609185 40.7808558)"
"POINT(-73.9593353 40.7407904)"
"POINT(-73.9589283 40.7421873)"
"POINT(-73.9545798 40.7413348)"
"POINT(-73.9543394 40.7412903)"
"POINT(-73.9543457 40.7420391)"
"POINT(-73.9541219 40.741996)"
"POINT(-73.9541058 40.7427418)"
"POINT(-73.9538963 40.7427015)"
"POINT(-73.9527804 40.7424879)"
"POINT(-73.9492326 40.7425235)"
"POINT(-73.9538687 40.7434295)"
"POINT(-73.9536769 40.7440071)"
"POINT(-73.9536446 40.7441046)"
"POINT(-73.9518002 40.7429944)"
"POINT(-73.9531855 40.745492)"
"POINT(-73.9513357 40.7432251)"
"POINT(-73.9510647 40.743364)"
"POINT(-73.9512316 40.7436526)"
"POINT(-73.9496846 40.7440892)"
"POINT(-73.951002 40.7443453)"
"POINT(-73.9507701 40.7450383)"
"POINT(-73.9529459 40.746186)"
"POINT(-73.9527119 40.746876)"
"POINT(-73.9505359 40.74572)"
"POINT(-73.9503069 40.74641)"
"POINT(-73.9500727 40.7471097)"
"POINT(-73.9498457 40.7477993)"
"POINT(-73.945288 40.7395576)"
"POINT(-73.940912 40.7386857)"
"POINT(-73.94068 40.738643)"
"POINT(-73.9386894 40.7380862)"
"POINT(-73.9386272 40.7383796)"
"POINT(-73.9485065 40.7447002)"
"POINT(-73.9483009 40.745286)"
"POINT(-73.9480689 40.745979)"
"POINT(-73.9478334 40.7466805)"
"POINT(-73.9476116 40.7473424)"
"POINT(-73.9473549 40.748107)"
"POINT(-73.9456499 40.745818)"
"POINT(-73.9439833 40.7464307)"
"POINT(-73.9450578 40.747642)"
"POINT(-73.9438991 40.7474275)"
"POINT(-73.9433565 40.7466773)"
"POINT(-73.9431407 40.7466696)"
"POINT(-73.9430731 40.7469125)"
"POINT(-73.9417359 40.746143)"
"POINT(-73.9425868 40.7469904)"
"POINT(-73.9426187 40.7471913)"
"POINT(-73.9423016 40.7469996)"
"POINT(-73.9422713 40.7472288)"
"POINT(-73.9415705 40.7473604)"
"POINT(-73.9413734 40.7473139)"
"POINT(-73.9413285 40.7476936)"
"POINT(-73.9410813 40.7476556)"
"POINT(-73.9398889 40.7457285)"
"POINT(-73.939218 40.7455871)"
"POINT(-73.9391781 40.7482804)"
"POINT(-73.9522158 40.7490557)"
"POINT(-73.95224 40.7498478)"
"POINT(-73.9496279 40.748546)"
"POINT(-73.9508995 40.7524387)"
"POINT(-73.9597219 40.758663)"
"POINT(-73.9493953 40.7541555)"
"POINT(-73.9493083 40.7542592)"
"POINT(-73.9471086 40.7488459)"
"POINT(-73.9456559 40.750647)"
"POINT(-73.9456703 40.7506522)"
"POINT(-73.9437079 40.749676)"
"POINT(-73.9480529 40.751842)"
"POINT(-73.9451885 40.7511138)"
"POINT(-73.9442349 40.752108)"
"POINT(-73.9438227 40.7525506)"
"POINT(-73.9398392 40.7501869)"
"POINT(-73.9397664 40.7502746)"
"POINT(-73.9406429 40.7508942)"
"POINT(-73.9402703 40.7509828)"
"POINT(-73.9396762 40.7503749)"
"POINT(-73.9395999 40.7504615)"
"POINT(-73.939434 40.7506253)"
"POINT(-73.9389801 40.7498289)"
"POINT(-73.9388284 40.7498729)"
"POINT(-73.9387623 40.7501154)"
"POINT(-73.9386071 40.7502617)"
"POINT(-73.942277 40.7512566)"
"POINT(-73.9418627 40.7516905)"
"POINT(-73.9391026 40.7522319)"
"POINT(-73.9406159 40.753037)"
"POINT(-73.9424299 40.753998)"
"POINT(-73.9412389 40.755234)"
"POINT(-73.9390966 40.7575028)"
"POINT(-73.9367709 40.7377513)"
"POINT(-73.936714 40.7380295)"
"POINT(-73.9350539 40.7374789)"
"POINT(-73.9349749 40.7378295)"
"POINT(-73.9346339 40.7394569)"
"POINT(-73.9345809 40.7397039)"
"POINT(-73.9343119 40.7410379)"
"POINT(-73.933012 40.742767)"
"POINT(-73.9299459 40.737536)"
"POINT(-73.9272419 40.7386)"
"POINT(-73.9320824 40.7426591)"
"POINT(-73.9311585 40.7425534)"
"POINT(-73.9302417 40.7424477)"
"POINT(-73.9376164 40.7452242)"
"POINT(-73.9372307 40.7451715)"
"POINT(-73.9363499 40.745069)"
"POINT(-73.935411 40.7449613)"
"POINT(-73.9339419 40.7428784)"
"POINT(-73.9345376 40.7448645)"
"POINT(-73.9335731 40.7447246)"
"POINT(-73.9326467 40.7446215)"
"POINT(-73.9332023 40.744912)"
"POINT(-73.9333574 40.7450467)"
"POINT(-73.9325761 40.7449426)"
"POINT(-73.9344189 40.7460299)"
"POINT(-73.9226189 40.737787)"
"POINT(-73.9216929 40.73768)"
"POINT(-73.9269189 40.740174)"
"POINT(-73.9265499 40.74202)"
"POINT(-73.9207639 40.737571)"
"POINT(-73.9261913 40.7438644)"
"POINT(-73.9258029 40.745764)"
"POINT(-73.9254691 40.7474408)"
"POINT(-73.9177212 40.7432249)"
"POINT(-73.9373947 40.7489243)"
"POINT(-73.9379096 40.7496075)"
"POINT(-73.9377195 40.7495248)"
"POINT(-73.9378978 40.749772)"
"POINT(-73.9377878 40.7499018)"
"POINT(-73.9361333 40.7497198)"
"POINT(-73.9379399 40.7534919)"
"POINT(-73.9337891 40.7515804)"
"POINT(-73.9329099 40.752693)"
"POINT(-73.9319157 40.751977)"
"POINT(-73.93115 40.7520022)"
"POINT(-73.9300274 40.7520185)"
"POINT(-73.9304955 40.7529723)"
"POINT(-73.9289511 40.7520371)"
"POINT(-73.9278237 40.7520598)"
"POINT(-73.929723 40.7525611)"
"POINT(-73.928795 40.7537021)"
"POINT(-73.9272783 40.7528528)"
"POINT(-73.9280466 40.7532821)"
"POINT(-73.9358041 40.7558047)"
"POINT(-73.9335641 40.7546055)"
"POINT(-73.9325752 40.7558212)"
"POINT(-73.9333449 40.756239)"
"POINT(-73.9373269 40.75661)"
"POINT(-73.9362249 40.757808)"
"POINT(-73.9379012 40.7587317)"
"POINT(-73.9346491 40.756953)"
"POINT(-73.9333788 40.7582763)"
"POINT(-73.9320219 40.753787)"
"POINT(-73.929555 40.7541286)"
"POINT(-73.9281619 40.7558413)"
"POINT(-73.9273595 40.7554668)"
"POINT(-73.9313489 40.7573288)"
"POINT(-73.9297498 40.7565824)"
"POINT(-73.9300952 40.7588701)"
"POINT(-73.9277045 40.7577543)"
"POINT(-73.9293183 40.7585075)"
"POINT(-73.9264739 40.7520713)"
"POINT(-73.9255652 40.7521544)"
"POINT(-73.9243513 40.7524239)"
"POINT(-73.9233839 40.7536111)"
"POINT(-73.9228044 40.7527732)"
"POINT(-73.9221147 40.7529226)"
"POINT(-73.9214658 40.7530652)"
"POINT(-73.9205489 40.7532725)"
"POINT(-73.9201103 40.7533778)"
"POINT(-73.9190613 40.753609)"
"POINT(-73.9187588 40.7536766)"
"POINT(-73.9265695 40.755098)"
"POINT(-73.9257595 40.75472)"
"POINT(-73.9245058 40.7562613)"
"POINT(-73.9241598 40.7539733)"
"POINT(-73.9221286 40.7551516)"
"POINT(-73.9229061 40.7555146)"
"POINT(-73.9237088 40.7558893)"
"POINT(-73.9261058 40.7570081)"
"POINT(-73.9269081 40.7573825)"
"POINT(-73.9253158 40.7566393)"
"POINT(-73.9256565 40.7589212)"
"POINT(-73.9248541 40.7585467)"
"POINT(-73.9232541 40.7578)"
"POINT(-73.9216544 40.7570533)"
"POINT(-73.9224572 40.757428)"
"POINT(-73.9240641 40.758178)"
"POINT(-73.9205123 40.7543973)"
"POINT(-73.9197112 40.7540234)"
"POINT(-73.9200592 40.7563088)"
"POINT(-73.9192606 40.755936)"
"POINT(-73.9165076 40.7538933)"
"POINT(-73.9160609 40.7544425)"
"POINT(-73.9168693 40.7548199)"
"POINT(-73.9184596 40.7555621)"
"POINT(-73.9176627 40.7551902)"
"POINT(-73.9208752 40.7566896)"
"POINT(-73.9190093 40.7589793)"
"POINT(-73.9166011 40.7578467)"
"POINT(-73.9174007 40.7582225)"
"POINT(-73.9181975 40.7585975)"
"POINT(-73.9592536 40.7593048)"
"POINT(-73.9588089 40.759913)"
"POINT(-73.9583476 40.7605433)"
"POINT(-73.9578879 40.761175)"
"POINT(-73.9574409 40.761789)"
"POINT(-73.959695 40.7627399)"
"POINT(-73.9592399 40.763366)"
"POINT(-73.9587809 40.76399)"
"POINT(-73.9583241 40.7646126)"
"POINT(-73.9569829 40.762417)"
"POINT(-73.9565259 40.763043)"
"POINT(-73.9560829 40.763667)"
"POINT(-73.9556285 40.7642983)"
"POINT(-73.9578667 40.765245)"
"POINT(-73.9574122 40.7658676)"
"POINT(-73.9597789 40.7668653)"
"POINT(-73.9593041 40.7675129)"
"POINT(-73.9551599 40.764918)"
"POINT(-73.9546934 40.7655499)"
"POINT(-73.9569347 40.766522)"
"POINT(-73.9564982 40.7671158)"
"POINT(-73.9588645 40.7681151)"
"POINT(-73.958363 40.7688015)"
"POINT(-73.9578725 40.7694751)"
"POINT(-73.9574142 40.770106)"
"POINT(-73.9559987 40.7678043)"
"POINT(-73.955509 40.7684754)"
"POINT(-73.9550485 40.7691042)"
"POINT(-73.9545658 40.7697674)"
"POINT(-73.9542379 40.7661776)"
"POINT(-73.9537435 40.7668574)"
"POINT(-73.9532489 40.7675414)"
"POINT(-73.9527761 40.7681813)"
"POINT(-73.9523101 40.7688183)"
"POINT(-73.9518571 40.769462)"
"POINT(-73.9514144 40.7700811)"
"POINT(-73.9424774 40.7619859)"
"POINT(-73.9416149 40.761686)"
"POINT(-73.9399799 40.7611)"
"POINT(-73.9391449 40.760802)"
"POINT(-73.9424153 40.7620897)"
"POINT(-73.9596511 40.7710532)"
"POINT(-73.959176 40.7717042)"
"POINT(-73.9587131 40.7723386)"
"POINT(-73.9582528 40.7729692)"
"POINT(-73.9569341 40.7707623)"
"POINT(-73.9564728 40.7713964)"
"POINT(-73.9560107 40.7720257)"
"POINT(-73.955537 40.7726454)"
"POINT(-73.9598561 40.773644)"
"POINT(-73.9593878 40.7742766)"
"POINT(-73.9578121 40.7735731)"
"POINT(-73.9573097 40.7742971)"
"POINT(-73.9588916 40.7749718)"
"POINT(-73.9584017 40.7756382)"
"POINT(-73.9550439 40.7733383)"
"POINT(-73.9545592 40.7740155)"
"POINT(-73.956799 40.7749613)"
"POINT(-73.956338 40.7755929)"
"POINT(-73.9541039 40.7704)"
"POINT(-73.9536446 40.7710299)"
"POINT(-73.9531864 40.771655)"
"POINT(-73.952677 40.7723457)"
"POINT(-73.950938 40.7707103)"
"POINT(-73.9504367 40.7714021)"
"POINT(-73.9499423 40.7720657)"
"POINT(-73.9494861 40.7726941)"
"POINT(-73.9521897 40.7730148)"
"POINT(-73.9517322 40.7736444)"
"POINT(-73.9540994 40.7746458)"
"POINT(-73.9536284 40.7752903)"
"POINT(-73.9512607 40.7742922)"
"POINT(-73.9490091 40.773343)"
"POINT(-73.9507992 40.7749252)"
"POINT(-73.9503381 40.7755651)"
"POINT(-73.9598776 40.7762614)"
"POINT(-73.9596573 40.7769971)"
"POINT(-73.9594154 40.7768948)"
"POINT(-73.9579393 40.7762703)"
"POINT(-73.9574721 40.7769107)"
"POINT(-73.9591924 40.7776358)"
"POINT(-73.9589495 40.7775334)"
"POINT(-73.9587296 40.7782719)"
"POINT(-73.9584858 40.778169)"
"POINT(-73.9558694 40.776235)"
"POINT(-73.9554064 40.7768695)"
"POINT(-73.9570092 40.7775459)"
"POINT(-73.956545 40.7781812)"
"POINT(-73.9549421 40.7775056)"
"POINT(-73.9544813 40.778137)"
"POINT(-73.9597739 40.779542)"
"POINT(-73.9580226 40.7788039)"
"POINT(-73.9582674 40.7789071)"
"POINT(-73.9575617 40.7794356)"
"POINT(-73.9578074 40.7795391)"
"POINT(-73.9593109 40.780173)"
"POINT(-73.9588105 40.7808689)"
"POINT(-73.9573059 40.7802344)"
"POINT(-73.9560832 40.7788122)"
"POINT(-73.9555813 40.7795072)"
"POINT(-73.9570593 40.7801304)"
"POINT(-73.9568156 40.7809019)"
"POINT(-73.9565681 40.7807974)"
"POINT(-73.9550915 40.7801739)"
"POINT(-73.9546346 40.7807949)"
"POINT(-73.9531653 40.7759238)"
"POINT(-73.952704 40.7765623)"
"POINT(-73.9522411 40.7771924)"
"POINT(-73.9517387 40.777887)"
"POINT(-73.9498733 40.7761941)"
"POINT(-73.9493697 40.776888)"
"POINT(-73.9539789 40.7788316)"
"POINT(-73.9534886 40.7794971)"
"POINT(-73.9530339 40.7801202)"
"POINT(-73.9525724 40.7807525)"
"POINT(-73.9512479 40.778551)"
"POINT(-73.9507942 40.7791759)"
"POINT(-73.9503367 40.7798089)"
"POINT(-73.9498808 40.7804348)"
"POINT(-73.9494209 40.7810592)"
"POINT(-73.9480716 40.7704171)"
"POINT(-73.9475896 40.7710722)"
"POINT(-73.9471298 40.7716972)"
"POINT(-73.9466559 40.772351)"
"POINT(-73.9461965 40.7729828)"
"POINT(-73.9485505 40.7739762)"
"POINT(-73.9480816 40.7746141)"
"POINT(-73.947624 40.7752458)"
"POINT(-73.9457279 40.773622)"
"POINT(-73.9452669 40.774252)"
"POINT(-73.9447649 40.774936)"
"POINT(-73.9442779 40.775608)"
"POINT(-73.9471219 40.775929)"
"POINT(-73.94663 40.7766012)"
"POINT(-73.9488809 40.7775516)"
"POINT(-73.9484254 40.7781772)"
"POINT(-73.9438189 40.776235)"
"POINT(-73.9461726 40.7772273)"
"POINT(-73.945713 40.7778572)"
"POINT(-73.9452573 40.7784828)"
"POINT(-73.9479668 40.7788085)"
"POINT(-73.9475107 40.7794342)"
"POINT(-73.9470547 40.7800561)"
"POINT(-73.9465785 40.7806939)"
"POINT(-73.9448125 40.7791055)"
"POINT(-73.9443277 40.7797677)"
"POINT(-73.9433599 40.776864)"
"POINT(-73.9367993 40.7598727)"
"POINT(-73.9353959 40.761344)"
"POINT(-73.9339809 40.762826)"
"POINT(-73.9305791 40.7612187)"
"POINT(-73.9288435 40.7604087)"
"POINT(-73.9272513 40.7596656)"
"POINT(-73.9280667 40.7600461)"
"POINT(-73.9284421 40.763429)"
"POINT(-73.9366276 40.7675388)"
"POINT(-73.9359489 40.767578)"
"POINT(-73.9361837 40.7676918)"
"POINT(-73.9316964 40.7652267)"
"POINT(-73.9309037 40.7660724)"
"POINT(-73.9303859 40.766666)"
"POINT(-73.9298559 40.767327)"
"POINT(-73.9291349 40.768229)"
"POINT(-73.9278069 40.769889)"
"POINT(-73.9264529 40.7592929)"
"POINT(-73.9253799 40.76197)"
"POINT(-73.9245794 40.761596)"
"POINT(-73.9221954 40.7604752)"
"POINT(-73.9237833 40.7612239)"
"POINT(-73.9229853 40.7608441)"
"POINT(-73.9261906 40.7623523)"
"POINT(-73.9269879 40.762725)"
"POINT(-73.9226682 40.7639694)"
"POINT(-73.9218738 40.7635711)"
"POINT(-73.9205909 40.7597222)"
"POINT(-73.9214085 40.7601082)"
"POINT(-73.9197902 40.759345)"
"POINT(-73.9178811 40.7616918)"
"POINT(-73.9170982 40.7613244)"
"POINT(-73.9162895 40.7609429)"
"POINT(-73.9210892 40.7632035)"
"POINT(-73.9202847 40.7628239)"
"POINT(-73.9194754 40.762445)"
"POINT(-73.9186811 40.7620698)"
"POINT(-73.9165877 40.7646431)"
"POINT(-73.9264551 40.765746)"
"POINT(-73.9250609 40.765097)"
"POINT(-73.9259731 40.7667528)"
"POINT(-73.9227409 40.765226)"
"POINT(-73.9222375 40.7673003)"
"POINT(-73.9250913 40.7686393)"
"POINT(-73.9264762 40.7692825)"
"POINT(-73.9230053 40.7676464)"
"POINT(-73.9235323 40.7678839)"
"POINT(-73.9189931 40.7657719)"
"POINT(-73.9197987 40.7661488)"
"POINT(-73.9181897 40.765407)"
"POINT(-73.9173998 40.765029)"
